web-scraper-order,web-scraper-start-url,Детальная страница,Детальная страница-href,name,price,property--type,property--value,packaging--type,packaging--value,image
"1700425348-1","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","Страна производитель","Россия","","",""
"1700425348-2","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","Материал","МДФ","","",""
"1700425348-3","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","Светлота цвета","Светлый","","",""
"1700425348-4","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","Покрытие","Под покраску","","",""
"1700425348-5","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","Блеск","Полуматовый","","",""
"1700425348-6","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","Поверхность на ощупь","Гладкая","","",""
"1700425348-7","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","Форма плинтуса","Прямой","","",""
"1700425348-8","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","Гибкость","Нет","","",""
"1700425348-9","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","Кабель канал","Нет","","",""
"1700425348-10","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","Тип монтажа","Клей","","",""
"1700425348-11","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","Класс пожарной опасности","КМ-4","","",""
"1700425348-12","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","Артикул товара","K-27.70.12","","",""
"1700425348-13","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","Длина, мм","2050","","",""
"1700425348-14","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","Ширина, мм","70","","",""
"1700425348-15","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","Толщина, мм","12","","",""
"1700425348-16","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","Вес, кг","1.85","","",""
"1700425348-17","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","","","Длина","2050 мм",""
"1700425348-18","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","","","Ширина","70 мм",""
"1700425348-19","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","","","Высота","12 мм",""
"1700425348-20","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","","","Вес, кг","1.85",""
"1700425348-21","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","","","В упаковке, м.п.","2.05",""
"1700425348-22","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","","","В упаковке, шт","1",""
"1700425348-23","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","","","","","https://eparket.com/assets/cache_image/images/product/9/89160/vstavka-70-mm_1000x1000_799.jpg"
"1700425348-24","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","","","","","https://eparket.com/assets/cache_image/images/product/9/89160/vstavka-70-mm-1_1000x1000_799.jpg"
"1700425348-25","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","","","","","https://eparket.com/assets/cache_image/images/product/9/89160/vstavka-70-mm-2_1000x1000_799.jpg"
"1700425348-26","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","","","","","https://eparket.com/assets/cache_image/images/product/9/89160/vstavka-70-mm-4_1000x1000_799.jpg"
"1700425348-27","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","","","","","https://eparket.com/assets/cache_image/images/product/9/89160/vstavka-70-mm-5_1000x1000_799.jpg"
"1700425348-28","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","","","","","https://eparket.com/assets/cache_image/images/product/9/89160/vstavka-70-mm-6_1000x1000_799.jpg"
"1700425348-29","https://eparket.com/plintus/likorn","Код товара: 328854
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12от 277 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-27-70-12-2050-70-12","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.70.12 2050×70×12","277 ₽ / м.п.","","","","",""
"1700425351-30","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","Страна производитель","Россия","","",""
"1700425351-31","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","Материал","МДФ","","",""
"1700425351-32","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","Светлота цвета","Светлый","","",""
"1700425351-33","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","Покрытие","Под покраску","","",""
"1700425351-34","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","Блеск","Полуматовый","","",""
"1700425351-35","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","Поверхность на ощупь","Гладкая","","",""
"1700425351-36","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","Форма плинтуса","Прямой","","",""
"1700425351-37","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","Гибкость","Нет","","",""
"1700425351-38","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","Кабель канал","Нет","","",""
"1700425351-39","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","Светодиодная подсветка?","Нет","","",""
"1700425351-40","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","Тип монтажа","Клей","","",""
"1700425351-41","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","Класс пожарной опасности","КМ-4","","",""
"1700425351-42","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","Артикул товара","K-27.80","","",""
"1700425351-43","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","Длина, мм","2050","","",""
"1700425351-44","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","Ширина, мм","80","","",""
"1700425351-45","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","Толщина, мм","12.5","","",""
"1700425351-46","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","Вес, кг","1.85","","",""
"1700425351-47","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","","","Длина","2050 мм",""
"1700425351-48","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","","","Ширина","80 мм",""
"1700425351-49","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","","","Высота","12 мм",""
"1700425351-50","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","","","Вес, кг","1.85",""
"1700425351-51","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","","","В упаковке, м.п.","2.05",""
"1700425351-52","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","","","В упаковке, шт","Наборная",""
"1700425351-53","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","","","","","https://eparket.com/assets/cache_image/images/product/9/89161/vstavka-80-mm_1000x1000_799.jpg"
"1700425351-54","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","","","","","https://eparket.com/assets/cache_image/images/product/9/89161/vstavka-80-mm-1_1000x1000_799.jpg"
"1700425351-55","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","","","","","https://eparket.com/assets/cache_image/images/product/9/89161/vstavka-80-mm-2_1000x1000_799.jpg"
"1700425351-56","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","","","","","https://eparket.com/assets/cache_image/images/product/9/89161/vstavka-80-mm-3_1000x1000_799.jpg"
"1700425351-57","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","","","","","https://eparket.com/assets/cache_image/images/product/9/89161/vstavka-80-mm-4_1000x1000_799.jpg"
"1700425351-58","https://eparket.com/plintus/likorn","Код товара: 89161
        Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5от 304 ₽/м.п.","https://eparket.com/plintus/likorn/mdf/pryamoj/k-2780-80-125-mm","Вставка МДФ в скрытый плинтус под покраску Ликорн K-27.80 2050×80×12,5","304 ₽ / м.п.","","","","",""
"1700425354-59","https://eparket.com/plintus/likorn","Код товара: 198370
        Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16650 ₽/м.п.","https://eparket.com/plintus/likorn/mdf-pod-pokrasku/r-1918516-2070-185-16","Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16","650 ₽ / м.п.","Страна производитель","Россия","","",""
"1700425354-60","https://eparket.com/plintus/likorn","Код товара: 198370
        Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16650 ₽/м.п.","https://eparket.com/plintus/likorn/mdf-pod-pokrasku/r-1918516-2070-185-16","Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16","650 ₽ / м.п.","Материал","МДФ","","",""
"1700425354-61","https://eparket.com/plintus/likorn","Код товара: 198370
        Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16650 ₽/м.п.","https://eparket.com/plintus/likorn/mdf-pod-pokrasku/r-1918516-2070-185-16","Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16","650 ₽ / м.п.","Покрытие","Под покраску","","",""
"1700425354-62","https://eparket.com/plintus/likorn","Код товара: 198370
        Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16650 ₽/м.п.","https://eparket.com/plintus/likorn/mdf-pod-pokrasku/r-1918516-2070-185-16","Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16","650 ₽ / м.п.","Форма плинтуса","Фигурный","","",""
"1700425354-63","https://eparket.com/plintus/likorn","Код товара: 198370
        Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16650 ₽/м.п.","https://eparket.com/plintus/likorn/mdf-pod-pokrasku/r-1918516-2070-185-16","Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16","650 ₽ / м.п.","Гибкость","Нет","","",""
"1700425354-64","https://eparket.com/plintus/likorn","Код товара: 198370
        Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16650 ₽/м.п.","https://eparket.com/plintus/likorn/mdf-pod-pokrasku/r-1918516-2070-185-16","Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16","650 ₽ / м.п.","Кабель канал","Да","","",""
"1700425354-65","https://eparket.com/plintus/likorn","Код товара: 198370
        Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16650 ₽/м.п.","https://eparket.com/plintus/likorn/mdf-pod-pokrasku/r-1918516-2070-185-16","Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16","650 ₽ / м.п.","Светодиодная подсветка?","Нет","","",""
"1700425354-66","https://eparket.com/plintus/likorn","Код товара: 198370
        Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16650 ₽/м.п.","https://eparket.com/plintus/likorn/mdf-pod-pokrasku/r-1918516-2070-185-16","Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16","650 ₽ / м.п.","Класс пожарной опасности","КМ-3","","",""
"1700425354-67","https://eparket.com/plintus/likorn","Код товара: 198370
        Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16650 ₽/м.п.","https://eparket.com/plintus/likorn/mdf-pod-pokrasku/r-1918516-2070-185-16","Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16","650 ₽ / м.п.","Артикул товара","Р 19.185.16","","",""
"1700425354-68","https://eparket.com/plintus/likorn","Код товара: 198370
        Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16650 ₽/м.п.","https://eparket.com/plintus/likorn/mdf-pod-pokrasku/r-1918516-2070-185-16","Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16","650 ₽ / м.п.","Длина, мм","2070","","",""
"1700425354-69","https://eparket.com/plintus/likorn","Код товара: 198370
        Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16650 ₽/м.п.","https://eparket.com/plintus/likorn/mdf-pod-pokrasku/r-1918516-2070-185-16","Плинтус МДФ под покраску Ликорн Р 19.185.16 фигурный 2070×185×16","650 ₽ / м.п.","Ширина, мм","185","","",""
